Date,Product,Number of Sales,Weather,Holiday,Weekend,Price,Address
06/04/2022,Ramen 3,15,Cloudy,No,False,20.46,123
06/04/2022,Sushi 1,20,Cloudy,No,False,7.02,123
06/04/2022,Sushi 1,19,Cloudy,No,False,18.48,456
06/04/2022,Sushi 1,16,Cloudy,No,False,23.4,789
06/04/2022,Sushi 2,20,Cloudy,No,False,5.39,123
06/04/2022,Sushi 2,4,Cloudy,No,False,19.9,456
06/04/2022,Sushi 2,15,Cloudy,No,False,8.09,789
06/04/2022,Ramen 3,5,Cloudy,No,False,5.85,456
06/04/2022,Ramen 1,15,Cloudy,No,False,7.05,456
06/04/2022,Ramen 1,7,Cloudy,No,False,5.3,789
06/04/2022,Ramen 2,1,Cloudy,No,False,15.98,123
06/04/2022,Ramen 2,16,Cloudy,No,False,21.36,456
06/04/2022,Ramen 2,12,Cloudy,No,False,21.06,789
06/04/2022,Ramen 1,13,Cloudy,No,False,11.68,123
06/11/2022,Tacos 1,13,Cloudy,No,False,17.21,456
06/11/2022,Tacos 1,5,Cloudy,No,False,22.65,789
06/11/2022,Tacos 2,14,Cloudy,No,False,24.8,123
06/11/2022,Tacos 2,6,Cloudy,No,False,19.53,456
06/11/2022,Tacos 2,8,Cloudy,No,False,6.49,789
06/11/2022,Tacos 3,4,Cloudy,No,False,13.61,123
06/11/2022,Steak 1,6,Cloudy,No,False,19.81,456
06/11/2022,Tacos 3,0,Cloudy,No,False,5.4,789
06/11/2022,Steak 1,1,Cloudy,No,False,18.29,123
06/11/2022,Steak 1,6,Cloudy,No,False,22.84,789
06/11/2022,Steak 2,18,Cloudy,No,False,10.89,123
06/11/2022,Steak 2,0,Cloudy,No,False,19.42,456
06/11/2022,Tacos 1,19,Cloudy,No,False,22.46,123
06/11/2022,Tacos 3,12,Cloudy,No,False,20.55,456
06/11/2022,Steak 2,1,Cloudy,No,False,8.32,789
06/11/2022,Ramen 3,1,Cloudy,No,False,22.03,789
06/11/2022,Ramen 3,14,Cloudy,No,False,18.88,123
06/11/2022,Ramen 3,3,Cloudy,No,False,17.76,456
06/11/2022,Sushi 1,12,Cloudy,No,False,18.63,123
06/11/2022,Sushi 1,7,Cloudy,No,False,6.8,456
06/11/2022,Sushi 1,0,Cloudy,No,False,8.87,789
06/11/2022,Sushi 2,3,Cloudy,No,False,18.26,456
06/11/2022,Sushi 2,12,Cloudy,No,False,15.79,789
06/11/2022,Sushi 2,11,Cloudy,No,False,24.97,123
06/11/2022,Ramen 1,4,Cloudy,No,False,14.13,456
06/11/2022,Ramen 2,0,Cloudy,No,False,12.59,123
06/11/2022,Ramen 2,13,Cloudy,No,False,23.34,456
06/11/2022,Ramen 2,19,Cloudy,No,False,22.65,789
06/11/2022,Ramen 1,17,Cloudy,No,False,11.45,123
06/12/2022,Tacos 3,2,Cloudy,No,False,21.13,123
06/12/2022,Tacos 1,14,Cloudy,No,False,13.14,789
06/12/2022,Tacos 2,0,Cloudy,No,False,10.78,123
06/12/2022,Tacos 2,1,Cloudy,No,False,7.41,456
06/12/2022,Tacos 2,0,Cloudy,No,False,9.06,789
06/12/2022,Tacos 3,17,Cloudy,No,False,20.77,456
06/12/2022,Tacos 1,13,Cloudy,No,False,12.29,456
06/12/2022,Steak 1,9,Cloudy,No,False,16.24,123
06/12/2022,Steak 1,2,Cloudy,No,False,5.58,789
06/12/2022,Steak 2,3,Cloudy,No,False,21.29,123
06/12/2022,Steak 2,2,Cloudy,No,False,22.97,456
06/12/2022,Tacos 3,10,Cloudy,No,False,19.2,789
06/12/2022,Tacos 1,14,Cloudy,No,False,19.8,123
06/12/2022,Steak 2,3,Cloudy,No,False,12.96,789
06/12/2022,Ramen 3,4,Cloudy,No,False,8.53,456
06/12/2022,Sushi 1,13,Cloudy,No,False,5.68,123
06/12/2022,Sushi 1,5,Cloudy,No,False,17.76,456
06/12/2022,Sushi 1,2,Cloudy,No,False,12.08,789
06/12/2022,Sushi 2,19,Cloudy,No,False,21.25,123
06/12/2022,Sushi 2,13,Cloudy,No,False,22.55,456
06/12/2022,Sushi 2,5,Cloudy,No,False,21.19,789
06/12/2022,Ramen 3,7,Cloudy,No,False,5.5,789
06/12/2022,Ramen 1,11,Cloudy,No,False,5.49,456
06/12/2022,Ramen 1,4,Cloudy,No,False,6.77,789
06/12/2022,Ramen 2,2,Cloudy,No,False,12.12,123
06/12/2022,Ramen 2,3,Cloudy,No,False,22.11,456
06/12/2022,Ramen 2,0,Cloudy,No,False,21.56,789
06/12/2022,Ramen 3,6,Cloudy,No,False,5.98,123
06/12/2022,Ramen 1,3,Cloudy,No,False,16.61,123
06/17/2022,Tacos 1,0,Cloudy,No,False,24.57,456
06/17/2022,Tacos 1,5,Cloudy,No,False,6.04,789
06/17/2022,Tacos 2,2,Cloudy,No,False,15.52,123
06/17/2022,Tacos 2,10,Cloudy,No,False,15.24,456
06/17/2022,Tacos 2,17,Cloudy,No,False,10.76,789
06/17/2022,Tacos 3,19,Cloudy,No,False,6.89,123
06/17/2022,Steak 1,12,Cloudy,No,False,8.52,456
06/17/2022,Tacos 3,13,Cloudy,No,False,7.07,789
06/17/2022,Steak 1,11,Cloudy,No,False,24.99,123
06/17/2022,Steak 1,11,Cloudy,No,False,11.68,789
06/17/2022,Steak 2,12,Cloudy,No,False,23.24,123
06/17/2022,Steak 2,6,Cloudy,No,False,6.9,456
06/17/2022,Tacos 1,2,Cloudy,No,False,12.72,123
06/17/2022,Tacos 3,10,Cloudy,No,False,21.92,456
06/17/2022,Steak 2,5,Cloudy,No,False,7.53,789
06/17/2022,Ramen 3,1,Cloudy,No,False,16.28,789
06/17/2022,Ramen 3,6,Cloudy,No,False,5.29,123
06/17/2022,Ramen 3,9,Cloudy,No,False,19.52,456
06/17/2022,Sushi 1,0,Cloudy,No,False,19.28,123
06/17/2022,Sushi 1,5,Cloudy,No,False,16.69,456
06/17/2022,Sushi 1,20,Cloudy,No,False,12.83,789
06/17/2022,Sushi 2,20,Cloudy,No,False,8.81,456
06/17/2022,Sushi 2,17,Cloudy,No,False,21.66,789
06/17/2022,Sushi 2,17,Cloudy,No,False,20.86,123
06/17/2022,Ramen 1,19,Cloudy,No,False,14.62,456
06/17/2022,Ramen 1,0,Cloudy,No,False,6.5,789
06/17/2022,Ramen 2,8,Cloudy,No,False,8.02,123
06/17/2022,Ramen 2,5,Cloudy,No,False,8.85,456
06/17/2022,Ramen 1,7,Cloudy,No,False,18.69,123
06/20/2022,Tacos 1,19,Cloudy,No,False,18.52,789
06/20/2022,Tacos 2,14,Cloudy,No,False,10.57,123
06/20/2022,Tacos 2,12,Cloudy,No,False,15.79,789
06/20/2022,Tacos 3,6,Cloudy,No,False,24.04,123
06/20/2022,Tacos 3,4,Cloudy,No,False,16.77,456
06/20/2022,Steak 1,12,Cloudy,No,False,16.47,123
06/20/2022,Steak 1,3,Cloudy,No,False,5.61,789
06/20/2022,Steak 2,2,Cloudy,No,False,15.91,123
06/20/2022,Steak 2,11,Cloudy,No,False,14.18,456
06/20/2022,Tacos 3,13,Cloudy,No,False,14.43,789
06/20/2022,Tacos 1,14,Cloudy,No,False,16.66,123
06/20/2022,Steak 2,12,Cloudy,No,False,12.65,789
06/20/2022,Ramen 3,5,Cloudy,No,False,24.48,456
06/20/2022,Sushi 1,19,Cloudy,No,False,19.53,123
06/20/2022,Sushi 1,6,Cloudy,No,False,10.02,456
06/20/2022,Sushi 1,6,Cloudy,No,False,17.57,789
06/20/2022,Sushi 2,2,Cloudy,No,False,8.87,123
06/20/2022,Sushi 2,0,Cloudy,No,False,14.17,456
06/20/2022,Sushi 2,4,Cloudy,No,False,22.45,789
06/20/2022,Ramen 1,8,Cloudy,No,False,22.28,456
06/20/2022,Ramen 1,2,Cloudy,No,False,6.58,789
06/20/2022,Ramen 2,0,Cloudy,No,False,21.89,123
06/20/2022,Ramen 2,19,Cloudy,No,False,20.46,456
06/20/2022,Ramen 2,1,Cloudy,No,False,19.18,789
06/20/2022,Ramen 3,19,Cloudy,No,False,22.49,123
06/20/2022,Ramen 1,4,Cloudy,No,False,23.38,123
06/24/2022,Tacos 1,8,Cloudy,No,False,7.28,789
06/24/2022,Tacos 2,0,Cloudy,No,False,11.55,123
06/24/2022,Tacos 2,11,Cloudy,No,False,24.18,456
06/24/2022,Tacos 3,13,Cloudy,No,False,14.55,123
06/24/2022,Tacos 3,0,Cloudy,No,False,5.84,456
06/24/2022,Steak 1,0,Cloudy,No,False,6.89,123
06/24/2022,Tacos 1,18,Cloudy,No,False,10.86,456
06/24/2022,Steak 2,12,Cloudy,No,False,14.88,123
06/24/2022,Steak 2,15,Cloudy,No,False,13.96,456
06/24/2022,Tacos 3,8,Cloudy,No,False,8.45,789
06/24/2022,Tacos 1,7,Cloudy,No,False,6.91,123
06/24/2022,Steak 2,11,Cloudy,No,False,21.56,789
06/24/2022,Ramen 3,8,Cloudy,No,False,24.9,456
06/24/2022,Sushi 1,17,Cloudy,No,False,14.35,123
06/24/2022,Sushi 1,5,Cloudy,No,False,10.84,456
06/24/2022,Sushi 1,3,Cloudy,No,False,9.49,789
06/24/2022,Sushi 2,7,Cloudy,No,False,17.23,456
06/24/2022,Sushi 2,2,Cloudy,No,False,8.07,789
06/24/2022,Ramen 3,7,Cloudy,No,False,14.3,789
06/24/2022,Ramen 1,20,Cloudy,No,False,6.65,789
06/24/2022,Ramen 2,3,Cloudy,No,False,14.8,123
06/24/2022,Ramen 2,17,Cloudy,No,False,11.21,456
06/24/2022,Ramen 2,0,Cloudy,No,False,18.8,789
06/24/2022,Ramen 3,6,Cloudy,No,False,14.1,123
06/24/2022,Ramen 1,16,Cloudy,No,False,15.39,123
07/01/2022,Tacos 1,3,Cloudy,No,False,6.29,789
07/01/2022,Tacos 2,20,Cloudy,No,False,9.11,123
07/01/2022,Tacos 2,20,Cloudy,No,False,18.06,456
07/01/2022,Tacos 2,7,Cloudy,No,False,7.63,789
07/01/2022,Tacos 3,8,Cloudy,No,False,6.11,456
07/01/2022,Steak 1,2,Cloudy,No,False,14.66,456
07/01/2022,Steak 1,16,Cloudy,No,False,7.72,123
07/01/2022,Steak 1,0,Cloudy,No,False,17.24,789
07/01/2022,Steak 2,1,Cloudy,No,False,19.97,123
07/01/2022,Steak 2,1,Cloudy,No,False,18.21,456
07/01/2022,Steak 2,6,Cloudy,No,False,22.6,789
07/01/2022,Tacos 1,20,Cloudy,No,False,17.06,456
07/01/2022,Tacos 3,12,Cloudy,No,False,19.31,789
07/01/2022,Tacos 1,15,Cloudy,No,False,7.27,123
07/01/2022,Sushi 2,3,Cloudy,No,False,13.31,123
07/01/2022,Ramen 3,4,Cloudy,No,False,8.94,456
07/01/2022,Ramen 3,11,Cloudy,No,False,7.44,789
07/01/2022,Sushi 1,10,Cloudy,No,False,9.11,456
07/01/2022,Sushi 1,1,Cloudy,No,False,24.54,789
07/01/2022,Sushi 2,1,Cloudy,No,False,5.21,456
07/01/2022,Sushi 2,6,Cloudy,No,False,23.22,789
07/01/2022,Ramen 1,20,Cloudy,No,False,9.22,123
07/01/2022,Sushi 1,3,Cloudy,No,False,19.41,123
07/01/2022,Ramen 1,0,Cloudy,No,False,8.18,789
07/01/2022,Ramen 2,14,Cloudy,No,False,6.99,123
07/01/2022,Ramen 2,7,Cloudy,No,False,14.61,456
07/01/2022,Ramen 2,3,Cloudy,No,False,8.49,789
07/01/2022,Ramen 3,19,Cloudy,No,False,10.41,123
07/01/2022,Ramen 1,13,Cloudy,No,False,7.21,456
07/02/2022,Tacos 1,9,Cloudy,No,False,5.43,789
07/02/2022,Steak 2,8,Cloudy,No,False,22.41,789
07/02/2022,Tacos 2,12,Cloudy,No,False,20.08,456
07/02/2022,Tacos 2,15,Cloudy,No,False,6.5,789
07/02/2022,Tacos 3,15,Cloudy,No,False,8.55,123
07/02/2022,Tacos 3,12,Cloudy,No,False,18.77,456
07/02/2022,Steak 1,4,Cloudy,No,False,14.03,456
07/02/2022,Steak 1,10,Cloudy,No,False,7.78,123
07/02/2022,Steak 2,11,Cloudy,No,False,23.74,123
07/02/2022,Steak 2,12,Cloudy,No,False,8.97,456
07/02/2022,Tacos 1,12,Cloudy,No,False,16.44,456
07/02/2022,Tacos 3,18,Cloudy,No,False,18.18,789
07/02/2022,Tacos 1,1,Cloudy,No,False,7.62,123
07/02/2022,Ramen 3,20,Cloudy,No,False,11.5,456
07/02/2022,Sushi 1,14,Cloudy,No,False,6.92,123
07/02/2022,Sushi 1,0,Cloudy,No,False,23.2,789
07/02/2022,Sushi 2,6,Cloudy,No,False,16.4,123
07/02/2022,Sushi 2,8,Cloudy,No,False,17.73,456
07/02/2022,Sushi 2,1,Cloudy,No,False,17.4,789
07/02/2022,Ramen 3,15,Cloudy,No,False,23.11,789
07/02/2022,Ramen 1,15,Cloudy,No,False,8.63,456
07/02/2022,Ramen 1,18,Cloudy,No,False,10.91,789
07/02/2022,Ramen 2,14,Cloudy,No,False,23.05,123
07/02/2022,Ramen 2,9,Cloudy,No,False,18.29,456
07/02/2022,Ramen 2,18,Cloudy,No,False,8.39,789
07/02/2022,Ramen 3,10,Cloudy,No,False,13.91,123
07/02/2022,Ramen 1,18,Cloudy,No,False,11.46,123
07/09/2022,Tacos 1,9,Cloudy,No,False,9.08,789
07/09/2022,Tacos 2,5,Cloudy,No,False,24.7,123
07/09/2022,Tacos 2,5,Cloudy,No,False,19.54,456
07/09/2022,Tacos 2,2,Cloudy,No,False,23.6,789
07/09/2022,Tacos 3,15,Cloudy,No,False,10.43,456
07/09/2022,Steak 1,11,Cloudy,No,False,9.76,456
07/09/2022,Steak 1,15,Cloudy,No,False,9.03,123
07/09/2022,Steak 1,2,Cloudy,No,False,14.64,789
07/09/2022,Steak 2,7,Cloudy,No,False,20.02,123
07/09/2022,Steak 2,17,Cloudy,No,False,23.47,456
07/09/2022,Tacos 1,2,Cloudy,No,False,18.6,456
07/09/2022,Tacos 3,16,Cloudy,No,False,20.88,789
07/09/2022,Tacos 1,18,Cloudy,No,False,11.19,123
07/09/2022,Steak 2,3,Cloudy,No,False,8.31,789
07/09/2022,Ramen 3,8,Cloudy,No,False,24.1,456
07/09/2022,Sushi 1,0,Cloudy,No,False,6.22,123
07/09/2022,Sushi 1,16,Cloudy,No,False,8.44,456
07/09/2022,Sushi 1,17,Cloudy,No,False,19.95,789
07/09/2022,Sushi 2,15,Cloudy,No,False,6.44,123
07/09/2022,Sushi 2,11,Cloudy,No,False,6.34,456
07/09/2022,Sushi 2,20,Cloudy,No,False,15.22,789
07/09/2022,Ramen 3,8,Cloudy,No,False,9.31,789
07/09/2022,Ramen 1,7,Cloudy,No,False,20.14,456
07/09/2022,Ramen 1,2,Cloudy,No,False,13.23,789
07/09/2022,Ramen 2,2,Cloudy,No,False,24.91,123
07/09/2022,Ramen 2,6,Cloudy,No,False,18.23,456
07/09/2022,Ramen 2,15,Cloudy,No,False,23.18,789
07/09/2022,Ramen 3,16,Cloudy,No,False,7.99,123
07/09/2022,Ramen 1,16,Cloudy,No,False,6.98,123
07/11/2022,Tacos 3,7,Cloudy,No,False,13.48,123
07/11/2022,Tacos 1,8,Cloudy,No,False,9.9,789
07/11/2022,Tacos 2,1,Cloudy,No,False,13.53,456
07/11/2022,Tacos 2,14,Cloudy,No,False,23.71,789
07/11/2022,Tacos 3,2,Cloudy,No,False,9.54,789
07/11/2022,Tacos 1,8,Cloudy,No,False,10.69,456
07/11/2022,Steak 1,3,Cloudy,No,False,23.66,456
07/11/2022,Steak 1,15,Cloudy,No,False,16.51,789
07/11/2022,Steak 2,9,Cloudy,No,False,11.8,123
07/11/2022,Steak 2,18,Cloudy,No,False,12.51,456
07/11/2022,Steak 2,17,Cloudy,No,False,23.64,789
07/11/2022,Steak 1,9,Cloudy,No,False,20.14,123
07/11/2022,Tacos 1,1,Cloudy,No,False,8.8,123
07/11/2022,Tacos 3,4,Cloudy,No,False,9.57,456
07/11/2022,Ramen 3,15,Cloudy,No,False,18.87,456
07/11/2022,Sushi 1,20,Cloudy,No,False,20.01,123
07/11/2022,Sushi 1,4,Cloudy,No,False,6.22,456
07/11/2022,Sushi 1,1,Cloudy,No,False,10.95,789
07/11/2022,Sushi 2,2,Cloudy,No,False,24.33,123
07/11/2022,Sushi 2,4,Cloudy,No,False,5.25,456
07/11/2022,Sushi 2,15,Cloudy,No,False,6.98,789
07/11/2022,Ramen 1,5,Cloudy,No,False,10.28,123
07/11/2022,Ramen 3,11,Cloudy,No,False,17.14,789
07/11/2022,Ramen 1,10,Cloudy,No,False,11.69,456
07/11/2022,Ramen 1,2,Cloudy,No,False,20.77,789
07/11/2022,Ramen 2,13,Cloudy,No,False,10.2,123
07/11/2022,Ramen 2,12,Cloudy,No,False,5.2,456
07/11/2022,Ramen 2,7,Cloudy,No,False,12.58,789
07/11/2022,Ramen 3,8,Cloudy,No,False,20.49,123
07/15/2022,Tacos 1,18,Cloudy,No,False,11.64,789
07/15/2022,Tacos 2,20,Cloudy,No,False,5.3,123
07/15/2022,Tacos 2,0,Cloudy,No,False,21.93,456
07/15/2022,Tacos 2,12,Cloudy,No,False,24.84,789
07/15/2022,Tacos 3,3,Cloudy,No,False,12.9,456
07/15/2022,Steak 1,14,Cloudy,No,False,12.28,456
07/15/2022,Steak 1,9,Cloudy,No,False,14.56,123
07/15/2022,Steak 1,8,Cloudy,No,False,11.66,789
07/15/2022,Steak 2,6,Cloudy,No,False,15.93,123
07/15/2022,Steak 2,5,Cloudy,No,False,22.11,456
07/15/2022,Tacos 1,12,Cloudy,No,False,11.37,456
07/15/2022,Tacos 3,13,Cloudy,No,False,21.31,789
07/15/2022,Tacos 1,20,Cloudy,No,False,23.96,123
07/15/2022,Steak 2,11,Cloudy,No,False,18.69,789
07/15/2022,Ramen 3,3,Cloudy,No,False,18.86,456
07/15/2022,Sushi 1,0,Cloudy,No,False,14.17,123
07/15/2022,Sushi 1,7,Cloudy,No,False,17.5,456
07/15/2022,Sushi 1,14,Cloudy,No,False,14.22,789
07/15/2022,Sushi 2,2,Cloudy,No,False,22.19,123
07/15/2022,Sushi 2,7,Cloudy,No,False,17.8,456
07/15/2022,Sushi 2,16,Cloudy,No,False,5.12,789
07/15/2022,Ramen 3,7,Cloudy,No,False,18.1,789
07/15/2022,Ramen 1,13,Cloudy,No,False,24.49,456
07/15/2022,Ramen 2,13,Cloudy,No,False,20.6,123
07/15/2022,Ramen 2,7,Cloudy,No,False,21.43,789
07/15/2022,Ramen 3,8,Cloudy,No,False,7.21,123
07/15/2022,Ramen 1,4,Cloudy,No,False,15.59,123
07/22/2022,Tacos 3,11,Cloudy,No,False,16.86,123
07/22/2022,Tacos 1,12,Cloudy,No,False,9.42,789
07/22/2022,Tacos 2,7,Cloudy,No,False,20.88,123
07/22/2022,Tacos 2,3,Cloudy,No,False,16.04,456
07/22/2022,Tacos 2,12,Cloudy,No,False,13.16,789
07/22/2022,Tacos 3,5,Cloudy,No,False,5.61,456
07/22/2022,Tacos 1,10,Cloudy,No,False,16.45,456
07/22/2022,Steak 1,19,Cloudy,No,False,7.35,123
07/22/2022,Steak 1,11,Cloudy,No,False,20.92,456
07/22/2022,Steak 1,13,Cloudy,No,False,10.18,789
07/22/2022,Steak 2,0,Cloudy,No,False,21.52,123
07/22/2022,Steak 2,15,Cloudy,No,False,22.91,456
07/22/2022,Tacos 3,17,Cloudy,No,False,24.87,789
07/22/2022,Tacos 1,13,Cloudy,No,False,12.61,123
07/22/2022,Steak 2,4,Cloudy,No,False,14.63,789
07/22/2022,Ramen 3,3,Cloudy,No,False,6.27,456
07/22/2022,Sushi 1,7,Cloudy,No,False,10.04,123
07/22/2022,Sushi 1,7,Cloudy,No,False,16.78,456
07/22/2022,Sushi 1,15,Cloudy,No,False,12.04,789
07/22/2022,Sushi 2,5,Cloudy,No,False,10.16,123
07/22/2022,Sushi 2,14,Cloudy,No,False,24.15,456
07/22/2022,Sushi 2,14,Cloudy,No,False,5.5,789
07/22/2022,Ramen 3,11,Cloudy,No,False,6.82,789
07/22/2022,Ramen 1,15,Cloudy,No,False,8.43,456
07/22/2022,Ramen 1,2,Cloudy,No,False,7.93,789
07/22/2022,Ramen 2,9,Cloudy,No,False,6.01,123
07/22/2022,Ramen 2,14,Cloudy,No,False,10.99,456
07/22/2022,Ramen 2,9,Cloudy,No,False,11.41,789
07/22/2022,Ramen 3,2,Cloudy,No,False,23.39,123
07/22/2022,Ramen 1,13,Cloudy,No,False,8.12,123
07/23/2022,Tacos 1,18,Cloudy,No,False,24.5,789
07/23/2022,Tacos 2,12,Cloudy,No,False,5.73,123
07/23/2022,Tacos 2,3,Cloudy,No,False,15.01,456
07/23/2022,Tacos 2,1,Cloudy,No,False,24.94,789
07/23/2022,Tacos 3,16,Cloudy,No,False,16.66,123
07/23/2022,Tacos 3,0,Cloudy,No,False,16.05,456
07/23/2022,Steak 1,3,Cloudy,No,False,19.95,789
07/23/2022,Steak 1,0,Cloudy,No,False,7.03,123
07/23/2022,Steak 1,17,Cloudy,No,False,8.45,456
07/23/2022,Steak 2,7,Cloudy,No,False,5.63,123
07/23/2022,Steak 2,10,Cloudy,No,False,13.83,456
07/23/2022,Steak 2,3,Cloudy,No,False,10.35,789
07/23/2022,Tacos 1,11,Cloudy,No,False,12.23,456
07/23/2022,Tacos 3,17,Cloudy,No,False,18.75,789
07/23/2022,Tacos 1,8,Cloudy,No,False,5.8,123
07/23/2022,Sushi 2,11,Cloudy,No,False,17.67,456
07/23/2022,Ramen 3,7,Cloudy,No,False,22.12,456
07/23/2022,Sushi 1,13,Cloudy,No,False,8.62,456
